id,views,likes,dislikes,comments
w8vsuOXZBXc,823285,89056,1565,7649
rP6518v8tAI,148438,87,25,53
tw4jkyfY4HE,593849,12052,92,1259
h_SjAcQeU1A,880358,10371,996,2765
oDML-I8wUu0,61667,44,14,22
ctx4YBEdOxo,1210080,60055,1582,8578
HoF3rq4qjtA,98810,514,71,575
6uJf2IT2Zh8,4340962,396796,11280,41890
2dUzHR9JjLk,416061,11991,135,2934
j4QVVe5paHg,102540,9066,15,738
dZZMNEMQNUQ,413234,2380,696,233
JsrjuxqVA_8,204596,14396,156,1152
S04AFNVDISI,215077,8455,68,924
4_geUW08phI,329733,726,33,159
bFwRFDQas5A,351347,34911,348,2743
P6YLNeYZ364,256518,5025,102,1607
5nlG0svf9t4,324300,15246,611,3894
TCXjLPtPMec,156809,3475,140,582
