id,views,likes,dislikes,comments
PyaMXCCoKlM,36622,841,85,183
ZNboStBis8M,77579,2551,48,261
D8Soa2sZOpg,56670,267,39,272
WE83yDlL4Oo,3368873,48003,1905,5671
UuS5RZBl6y0,102782,551,445,228
pJeJnHnVl20,15155,111,3,9
7kLO2AB5SPM,2768013,165865,9001,14577
UmSF7Vc-Cc0,109367,1528,138,208
Pnvs-bzsFoQ,15729,0,0,67
0aUANlarAng,28177,424,8,184
nqCWV0R5ysU,251220,3147,116,825
xfCs2AOWKno,48483,1500,5,172
kTCgEAmrmh4,41252,2235,11,356
o0NzQmmlONQ,87016,3717,19,562
we_Ejibowuw,28245,990,14,152
Vz1OUnzXiXo,14174,81,28,13
VXnrxY-l804,350732,4361,160,1414
g3u2BWff9UM,108868,6965,78,1058
oRCsPd485Pc,50653,62,5,0
Lji3wgAtFWo,18727,39,3,25
fnYoI_k8NJ8,13310,114,33,28
zL3e0xVtfrg,19829,594,1,27
e3tfB8rVFEs,35770,1004,8,90
fxR481atdX0,5690,126,4,0
8fS2WUnp5no,7774,19,9,0
5CuAwgdYnOA,693407,9235,187,818
Eiz1lBTsWx4,7939,170,6,69
6d-enLu13IY,34953,429,47,114
uSe_AetsQ-o,14474,749,16,72
LEFvKYF_www,40598,126,38,26
KgtTyLAjrk0,5531,49,1,19
EnZlrucoCBg,26004,258,21,123
eNGSD_L3Jng,16856,698,1,34
Pt1gjYcRVpM,4583,0,0,2
J9r7Agjotj0,95422,4061,26,507
CGtxxjonYo8,5951,167,10,10
LOvOqm2TyU4,3775,95,4,15
J_xgQyVzCeE,5667,62,14,17
HYxw9ecfnzE,28105,619,26,925
T2A6X6b7BEk,6320,95,7,21
uHc2XcXfoTQ,23420,2103,11,173
LuSh4-cbAOc,975975,0,0,0
3mf0JocDqFg,159576,2869,63,451
Lae2La7J2qQ,74370,812,105,9
AyO4eOq6YNo,96277,2925,218,501
saupsetWnRA,277005,0,0,0
kLCk9VCzXZY,41055,87,70,41
rZgeQaDzwbc,56493,2705,16,135
kv5Ni8cbAAA,63863,1331,75,752
9u7ipdxWzmE,252330,2069,315,782
n8JDmu9lzkI,176148,4285,3121,1304
UjKs1WzAdIg,27653,706,391,514
fBxkNv5ejZ8,65690,0,0,0
C6djYW9Z-CQ,219090,1342,113,269
iz2wZZdiBQA,4880,18,9,6
CdWYCuuptoc,199731,10850,1156,728
2F2RJpFTn54,165427,864,64,239
lEDHsuBOkYo,180561,2912,216,324
lAX7dScdgfM,59229,0,0,273
hBSSc7ozArE,166119,4261,79,418
70PVXUjuM5k,78403,2646,123,474
Fd9Gz7THjyU,6654,0,0,0
u-I9d0phyak,328077,1122,1399,462
DShXIaZ7ZN4,337017,9574,237,1141
Vn38HhSdFLI,133803,2628,40,0
dBq3WfRicV0,3257,35,6,8
OmMxggQii9E,10541,0,0,2
Xhvyy81oEDA,46707,122,113,31
Fr0cJbApJFk,114170,2600,52,560
1kDEpZePKTM,125628,906,96,178
F5LkvB8Ugl8,13770,268,21,15
k6GW59H9zOs,6499,383,7,67
ExcAd0Ouja0,5754,99,8,3
JOAZXIdUYmg,6241,60,8,14
hkwaFrsB2MQ,27078,2175,42,79
tQUr05eqJaI,7387,22,6,1
0uxcSn1_Br4,223413,941,40,176
hk5HiboW_aQ,12844,0,0,0
IZtqT1F41jE,25544,1046,11,131
j1eKhRDC27w,1081448,8168,732,1469
EEkbqNr7D88,5117,98,7,15
PxS6nzOnq2g,85147,1795,226,638
BrnenMvIlB0,12125,134,4,20
kyq65yUBGOY,49916,415,5,76
zsQj14dF1DM,10884,35,8,6
AM7KcJ8Y_1Q,248263,2495,135,461
LmZHcGUbevc,525796,1833,391,289
_WgzDGuvNLA,17789,430,5,53
a7QFYpXY7M4,89179,232,364,0
rTvRS3OewPk,561734,3999,223,1248
j2BHzqFnkZE,9019,57,2,8
VjuJqGEy-SE,91938,300,27,145
zY6x8jwiRQs,285706,837,378,545
ZRChhiLDIXI,12824,73,7,1
Y68-SouvcFc,138100,587,214,234
P09_IWmjsLc,12670,37,9,7
2UZ9zXs6AwU,29768,63,27,14
Q31saQvll5U,1322914,12097,789,1312
